track,raceNumber,year,type,fin,st,num,driver,sponsor,C/E/T,laps,money,status,led,pts,ledPts,ledMostPts,polePoints,atp,atp25,xPtsATP,xPtsATP25,xPts,passesFor,passesAgainst,lapOneChange,inTopFive,fastLapRank,date
Belle Isle,7,2018,street,7,6,12,Will Power,Verizon   (Roger Penske),D/C/F,70,,running,0,26,0,,,,,,,0,,,,,,6/2/2018
Belle Isle,7,2018,street,8,3,6,Robert Wickens,Lucas Oil   (Schmidt Peterson Motorsports),D/H/F,70,,running,0,24,0,,,,,,,0,,,,,,6/2/2018
Belle Isle,7,2018,street,9,14,1,Josef Newgarden,Hitachi / Verizon   (Roger Penske),D/C/F,70,,running,0,22,0,,,,,,,0,,,,,,6/2/2018
Belle Isle,7,2018,street,10,12,21,Spencer Pigot,Fuzzy's Vodka / Direct Supply   (Ed Carpenter Racing),D/C/F,70,,running,0,20,0,,,,,,,0,,,,,,6/2/2018
Belle Isle,7,2018,street,11,9,5,James Hinchcliffe,Arrow / Lucas Oil   (Schmidt Peterson Motorsports),D/H/F,70,,running,0,19,0,,,,,,,0,,,,,,6/2/2018
Belle Isle,7,2018,street,12,16,26,Zach Veach,Relay Group 1001   (Andretti Autosport),D/H/F,70,,running,0,18,0,,,,,,,0,,,,,,6/2/2018
Belle Isle,7,2018,street,13,17,18,Sebastien Bourdais,SealMaster / Sport Clips   (Dale Coyne w/Vasser-Sullivan),D/H/F,70,,running,0,17,0,,,,,,,0,,,,,,6/2/2018
Belle Isle,7,2018,street,14,15,14,Tony Kanaan,ABC Supply Co.   (A.J. Foyt),D/C/F,70,,running,0,16,0,,,,,,,0,,,,,,6/2/2018
Belle Isle,7,2018,street,15,21,4,Matheus Leist,ABC Supply Co.   (A.J. Foyt),D/C/F,70,,running,0,15,0,,,,,,,0,,,,,,6/2/2018
Belle Isle,7,2018,street,16,20,20,Jordan King,Allegiant International / Fuzzy's Vodka   (Ed Carpenter Racing),D/C/F,70,,running,0,14,0,,,,,,,0,,,,,,6/2/2018
Belle Isle,7,2018,street,17,13,22,Simon Pagenaud,DXC Technology / Verizon   (Roger Penske),D/C/F,70,,running,0,13,0,,,,,,,0,,,,,,6/2/2018
Belle Isle,7,2018,street,18,19,88,Gabby Chaves,Harding Group   (Harding Racing),D/C/F,70,,running,0,12,0,,,,,,,0,,,,,,6/2/2018
Belle Isle,7,2018,street,19,22,23,Charlie Kimball,Tresiba   (Trevor Carlin),D/C/F,70,,running,0,11,0,,,,,,,0,,,,,,6/2/2018
Belle Isle,7,2018,street,20,10,59,Max Chilton,Gallagher   (Trevor Carlin),D/C/F,70,,running,0,10,0,,,,,,,0,,,,,,6/2/2018
Belle Isle,7,2018,street,21,23,32,Rene Binder,Binderholz Tiptop Timber   (Juncos Racing),D/C/F,67,,running,0,9,0,,,,,,,0,,,,,,6/2/2018
Belle Isle,7,2018,street,22,18,19,Santino Ferrucci,Paysafe   (Dale Coyne),D/H/F,55,,crash,0,8,0,,,,,,,0,,,,,,6/2/2018
Belle Isle,7,2018,street,23,8,15,Graham Rahal,United Rentals / Mi-Jack   (Rahal Letterman Lanigan Racing),D/H/F,45,,crash,2,8,1,,,,,,,1,,,,,,6/2/2018
Belle Isle,8,2018,street,1,10,28,Ryan Hunter-Reay,DHL   (Andretti Autosport),D/H/F,70,,running,18,51,1,,,,,,,1,,,,,,6/3/2018
Belle Isle,8,2018,street,2,3,12,Will Power,Verizon   (Roger Penske),D/C/F,70,,running,0,40,0,,,,,,,0,,,,,,6/3/2018
Belle Isle,8,2018,street,3,4,10,Ed Jones,NTT Data   (Chip Ganassi),D/H/F,70,,running,0,35,0,,,,,,,0,,,,,,6/3/2018
Belle Isle,8,2018,street,4,5,9,Scott Dixon,PNC Bank / NTT Data   (Chip Ganassi),D/H/F,70,,running,0,32,0,,,,,,,0,,,,,,6/3/2018
Belle Isle,8,2018,street,5,9,15,Graham Rahal,United Rentals / Mi-Jack   (Rahal Letterman Lanigan Racing),D/H/F,70,,running,0,30,0,,,,,,,0,,,,,,6/3/2018
Belle Isle,8,2018,street,6,2,6,Robert Wickens,Lucas Oil   (Schmidt Peterson Motorsports),D/H/F,70,,running,6,30,1,,,,,,,1,,,,,,6/3/2018
Belle Isle,8,2018,street,7,22,14,Tony Kanaan,ABC Supply Co.   (A.J. Foyt),D/C/F,70,,running,0,26,0,,,,,,,0,,,,,,6/3/2018
Belle Isle,8,2018,street,8,21,23,Charlie Kimball,Tresiba   (Trevor Carlin),D/C/F,70,,running,0,24,0,,,,,,,0,,,,,,6/3/2018
Belle Isle,8,2018,street,9,12,98,Marco Andretti,AutoNation / U.S. Concrete / Curb   (AHA with Curb-Agajanian),D/H/F,70,,running,0,22,0,,,,,,,0,,,,,,6/3/2018
Belle Isle,8,2018,street,10,8,22,Simon Pagenaud,DXC Technology / Verizon   (Roger Penske),D/C/F,70,,running,0,20,0,,,,,,,0,,,,,,6/3/2018
Belle Isle,8,2018,street,11,17,59,Max Chilton,Gallagher   (Trevor Carlin),D/C/F,70,,running,0,19,0,,,,,,,0,,,,,,6/3/2018
Belle Isle,8,2018,street,12,1,27,Alexander Rossi,Ruoff Home Mortgage / NAPA Auto Parts   (Andretti Autosport),D/H/F,70,,running,46,22,1,,,,,,,1,,,,,,6/3/2018
Belle Isle,8,2018,street,13,7,26,Zach Veach,Relay Group 1001   (Andretti Autosport),D/H/F,70,,running,0,17,0,,,,,,,0,,,,,,6/3/2018
Belle Isle,8,2018,street,14,18,4,Matheus Leist,ABC Supply Co.   (A.J. Foyt),D/C/F,70,,running,0,16,0,,,,,,,0,,,,,,6/3/2018
Belle Isle,8,2018,street,15,19,1,Josef Newgarden,Hitachi / Verizon   (Roger Penske),D/C/F,70,,running,0,15,0,,,,,,,0,,,,,,6/3/2018
Belle Isle,8,2018,street,16,6,5,James Hinchcliffe,Arrow / Lucas Oil   (Schmidt Peterson Motorsports),D/H/F,70,,running,0,14,0,,,,,,,0,,,,,,6/3/2018
Belle Isle,8,2018,street,17,20,30,Takuma Sato,Fifth Third Bank / Panasonic   (Rahal Letterman Lanigan Racing),D/H/F,69,,running,0,13,0,,,,,,,0,,,,,,6/3/2018
Belle Isle,8,2018,street,18,11,20,Jordan King,Allegiant International / Fuzzy's Vodka   (Ed Carpenter Racing),D/C/F,69,,running,0,12,0,,,,,,,0,,,,,,6/3/2018
Belle Isle,8,2018,street,19,14,88,Gabby Chaves,Harding Group   (Harding Racing),D/C/F,69,,running,0,11,0,,,,,,,0,,,,,,6/3/2018
Belle Isle,8,2018,street,20,13,19,Santino Ferrucci,Paysafe   (Dale Coyne),D/H/F,69,,running,0,10,0,,,,,,,0,,,,,,6/3/2018
Belle Isle,8,2018,street,21,16,18,Sebastien Bourdais,SealMaster / Sport Clips   (Dale Coyne w/Vasser-Sullivan),D/H/F,67,,running,0,9,0,,,,,,,0,,,,,,6/3/2018
Belle Isle,8,2018,street,22,23,32,Rene Binder,Binderholz Tiptop Timber   (Juncos Racing),D/C/F,66,,running,0,8,0,,,,,,,0,,,,,,6/3/2018
Belle Isle,8,2018,street,23,15,21,Spencer Pigot,Fuzzy's Vodka / Direct Supply   (Ed Carpenter Racing),D/C/F,21,,suspension,0,7,0,,,,,,,0,,,,,,6/3/2018
Texas,9,2018,oval,1,7,9,Scott Dixon,PNC Bank / NTT Data   (Chip Ganassi),D/H/F,248,,running,119,53,1,,,,,,,1,,,,,,6/9/2018
Texas,9,2018,oval,2,2,22,Simon Pagenaud,DXC Technology / Verizon   (Roger Penske),D/C/F,248,,running,26,41,1,,,,,,,1,,,,,,6/9/2018
Texas,9,2018,oval,3,8,27,Alexander Rossi,NAPA Auto Parts   (Andretti Autosport),D/H/F,248,,running,7,36,1,,,,,,,1,,,,,,6/9/2018
Texas,9,2018,oval,4,15,5,James Hinchcliffe,Arrow / Lucas Oil   (Schmidt Peterson Motorsports),D/H/F,248,,running,0,32,0,,,,,,,0,,,,,,6/9/2018
Texas,9,2018,oval,5,10,28,Ryan Hunter-Reay,DHL   (Andretti Autosport),D/H/F,248,,running,0,30,0,,,,,,,0,,,,,,6/9/2018
Texas,9,2018,oval,6,20,15,Graham Rahal,Fleet Cost & Care / United Rentals   (Rahal Letterman Lanigan Racing),D/H/F,248,,running,5,29,1,,,,,,,1,,,,,,6/9/2018
Texas,9,2018,oval,7,9,30,Takuma Sato,ABeam Consulting / Panasonic   (Rahal Letterman Lanigan Racing),D/H/F,248,,running,0,26,0,,,,,,,0,,,,,,6/9/2018
Texas,9,2018,oval,8,5,18,Sebastien Bourdais,SealMaster / Sport Clips   (Dale Coyne w/Vasser-Sullivan),D/H/F,248,,running,0,24,0,,,,,,,0,,,,,,6/9/2018
Texas,9,2018,oval,9,13,10,Ed Jones,NTT Data   (Chip Ganassi),D/H/F,248,,running,1,23,1,,,,,,,1,,,,,,6/9/2018
Texas,9,2018,oval,10,12,23,Charlie Kimball,Tresiba   (Trevor Carlin),D/C/F,247,,running,0,20,0,,,,,,,0,,,,,,6/9/2018
Texas,9,2018,oval,11,18,21,Spencer Pigot,Fuzzy's Vodka / Direct Supply   (Ed Carpenter Racing),D/C/F,247,,running,0,19,0,,,,,,,0,,,,,,6/9/2018
Texas,9,2018,oval,12,22,59,Max Chilton,Gallagher   (Trevor Carlin),D/C/F,247,,running,0,18,0,,,,,,,0,,,,,,6/9/2018
Texas,9,2018,oval,13,1,1,Josef Newgarden,Verizon   (Roger Penske),D/C/F,244,,running,59,19,1,,,,,,,1,,,,,,6/9/2018
Texas,9,2018,oval,14,11,98,Marco Andretti,U.S. Concrete / Curb   (AHA with Curb-Agajanian),D/H/F,244,,running,0,16,0,,,,,,,0,,,,,,6/9/2018
Texas,9,2018,oval,15,17,88,Gabby Chaves,Harding Group   (Harding Racing),D/C/F,240,,running,0,15,0,,,,,,,0,,,,,,6/9/2018
Texas,9,2018,oval,16,16,26,Zach Veach,Relay Group 1001   (Andretti Autosport),D/H/F,238,,running,0,14,0,,,,,,,0,,,,,,6/9/2018
Texas,9,2018,oval,17,21,19,Zachary Claman De Melo,Paysafe   (Dale Coyne),D/H/F,205,,crash,0,13,0,,,,,,,0,,,,,,6/9/2018
Texas,9,2018,oval,18,3,12,Will Power,Verizon   (Roger Penske),D/C/F,204,,crash,0,12,0,,,,,,,0,,,,,,6/9/2018
Texas,9,2018,oval,19,4,6,Robert Wickens,Lucas Oil   (Schmidt Peterson Motorsports),D/H/F,171,,crash,31,12,1,,,,,,,1,,,,,,6/9/2018
Texas,9,2018,oval,20,14,20,Ed Carpenter,Fuzzy's Vodka   (Ed Carpenter Racing),D/C/F,168,,crash,0,10,0,,,,,,,0,,,,,,6/9/2018
Texas,9,2018,oval,21,6,14,Tony Kanaan,ABC Supply Co.   (A.J. Foyt),D/C/F,31,,crash,0,9,0,,,,,,,0,,,,,,6/9/2018
Texas,9,2018,oval,22,19,4,Matheus Leist,ABC Supply Co.   (A.J. Foyt),D/C/F,5,,fire,0,8,0,,,,,,,0,,,,,,6/9/2018
Road America,10,2018,road,1,1,1,Josef Newgarden,Verizon   (Roger Penske),D/C/F,55,,running,53,54,1,,,,,,,1,,,,,,6/24/2018
Road America,10,2018,road,2,3,28,Ryan Hunter-Reay,DHL   (Andretti Autosport),D/H/F,55,,running,0,40,0,,,,,,,0,,,,,,6/24/2018
Road America,10,2018,road,3,8,9,Scott Dixon,PNC Bank / NTT Data   (Chip Ganassi),D/H/F,55,,running,2,36,1,,,,,,,1,,,,,,6/24/2018
Road America,10,2018,road,4,7,30,Takuma Sato,Mi-Jack / Panasonic   (Rahal Letterman Lanigan Racing),D/H/F,55,,running,0,32,0,,,,,,,0,,,,,,6/24/2018
Road America,10,2018,road,5,5,6,Robert Wickens,Lucas Oil / Arrow   (Schmidt Peterson Motorsports),D/H/F,55,,running,0,30,0,,,,,,,0,,,,,,6/24/2018
Road America,10,2018,road,6,9,15,Graham Rahal,Gehl   (Rahal Letterman Lanigan Racing),D/H/F,55,,running,0,28,0,,,,,,,0,,,,,,6/24/2018
Road America,10,2018,road,7,14,22,Simon Pagenaud,Menards / Verizon   (Roger Penske),D/C/F,55,,running,0,26,0,,,,,,,0,,,,,,6/24/2018
Road America,10,2018,road,8,10,21,Spencer Pigot,Direct Supply / Fuzzy's Vodka   (Ed Carpenter Racing),D/C/F,55,,running,0,24,0,,,,,,,0,,,,,,6/24/2018
Road America,10,2018,road,9,12,10,Ed Jones,First Data   (Chip Ganassi),D/H/F,55,,running,0,22,0,,,,,,,0,,,,,,6/24/2018
Road America,10,2018,road,10,16,5,James Hinchcliffe,Arrow / Lucas Oil   (Schmidt Peterson Motorsports),D/H/F,55,,running,0,20,0,,,,,,,0,,,,,,6/24/2018
Road America,10,2018,road,11,15,98,Marco Andretti,U.S. Concrete / Curb   (AHA with Curb-Agajanian),D/H/F,55,,running,0,19,0,,,,,,,0,,,,,,6/24/2018
Road America,10,2018,road,12,13,20,Jordan King,Fuzzy's Vodka   (Ed Carpenter Racing),D/C/F,55,,running,0,18,0,,,,,,,0,,,,,,6/24/2018
Road America,10,2018,road,13,6,18,Sebastien Bourdais,SealMaster / Sport Clips   (Dale Coyne w/Vasser-Sullivan),D/H/F,55,,running,0,17,0,,,,,,,0,,,,,,6/24/2018
Road America,10,2018,road,14,18,14,Tony Kanaan,ABC Supply Co.   (A.J. Foyt),D/C/F,55,,running,0,16,0,,,,,,,0,,,,,,6/24/2018
Road America,10,2018,road,15,20,4,Matheus Leist,ABC Supply Co.   (A.J. Foyt),D/C/F,55,,running,0,15,0,,,,,,,0,,,,,,6/24/2018
Road America,10,2018,road,16,4,27,Alexander Rossi,NAPA Auto Parts   (Andretti Autosport),D/H/F,55,,running,0,14,0,,,,,,,0,,,,,,6/24/2018
Road America,10,2018,road,17,22,59,Max Chilton,Gallagher   (Trevor Carlin),D/C/F,55,,running,0,13,0,,,,,,,0,,,,,,6/24/2018
Road America,10,2018,road,18,19,23,Charlie Kimball,Tresiba   (Trevor Carlin),D/C/F,55,,running,0,12,0,,,,,,,0,,,,,,6/24/2018
Road America,10,2018,road,19,23,88,Gabby Chaves,Harding Group / Valvoline   (Harding Racing),D/C/F,54,,running,0,11,0,,,,,,,0,,,,,,6/24/2018
Road America,10,2018,road,20,21,32,Alfonso Celis,Juncos Racing,D/C/F,54,,running,0,10,0,,,,,,,0,,,,,,6/24/2018
Road America,10,2018,road,21,17,19,Zachary Claman De Melo,Paysafe   (Dale Coyne),D/H/F,54,,running,0,9,0,,,,,,,0,,,,,,6/24/2018
Road America,10,2018,road,22,11,26,Zach Veach,Relay Group 1001   (Andretti Autosport),D/H/F,54,,running,0,8,0,,,,,,,0,,,,,,6/24/2018
Road America,10,2018,road,23,2,12,Will Power,Verizon   (Roger Penske),D/C/F,2,,header,0,7,0,,,,,,,0,,,,,,6/24/2018
Iowa,11,2018,oval,1,11,5,James Hinchcliffe,Arrow / Lucas Oil   (Schmidt Peterson Motorsports),D/H/F,300,,running,45,51,1,,,,,,,1,,,,,,7/8/2018
Iowa,11,2018,oval,2,18,21,Spencer Pigot,Fuzzy's Vodka / Direct Supply   (Ed Carpenter Racing),D/C/F,300,,running,0,40,0,,,,,,,0,,,,,,7/8/2018
Iowa,11,2018,oval,3,10,30,Takuma Sato,Mi-Jack / Panasonic   (Rahal Letterman Lanigan Racing),D/H/F,300,,running,3,36,1,,,,,,,1,,,,,,7/8/2018
Iowa,11,2018,oval,4,2,1,Josef Newgarden,Hitachi / Verizon   (Roger Penske),D/C/F,300,,running,229,35,1,,,,,,,1,,,,,,7/8/2018
Iowa,11,2018,oval,5,7,6,Robert Wickens,Lucas Oil / Arrow   (Schmidt Peterson Motorsports),D/H/F,300,,running,0,30,0,,,,,,,0,,,,,,7/8/2018
Iowa,11,2018,oval,6,1,12,Will Power,Verizon   (Roger Penske),D/C/F,299,,running,23,30,1,,,,,,,1,,,,,,7/8/2018
Iowa,11,2018,oval,7,12,15,Graham Rahal,Luther Automotive Group / United Rentals   (Rahal Letterman Lanigan Racing),D/H/F,299,,running,0,26,0,,,,,,,0,,,,,,7/8/2018
Iowa,11,2018,oval,8,4,22,Simon Pagenaud,Menards / Verizon   (Roger Penske),D/C/F,299,,running,0,24,0,,,,,,,0,,,,,,7/8/2018
Iowa,11,2018,oval,9,5,27,Alexander Rossi,NAPA Auto Parts   (Andretti Autosport),D/H/F,298,,running,0,22,0,,,,,,,0,,,,,,7/8/2018
Iowa,11,2018,oval,10,9,20,Ed Carpenter,Fuzzy's Vodka   (Ed Carpenter Racing),D/C/F,298,,running,0,20,0,,,,,,,0,,,,,,7/8/2018
Iowa,11,2018,oval,11,15,18,Sebastien Bourdais,SealMaster / Sport Clips   (Dale Coyne w/Vasser-Sullivan),D/H/F,297,,running,0,19,0,,,,,,,0,,,,,,7/8/2018
Iowa,11,2018,oval,12,6,9,Scott Dixon,PNC Bank / NTT Data   (Chip Ganassi),D/H/F,296,,running,0,18,0,,,,,,,0,,,,,,7/8/2018
Iowa,11,2018,oval,13,8,10,Ed Jones,DC Solar   (Chip Ganassi),D/H/F,295,,running,0,17,0,,,,,,,0,,,,,,7/8/2018
Iowa,11,2018,oval,14,17,23,Charlie Kimball,Tresiba   (Trevor Carlin),D/C/F,295,,running,0,16,0,,,,,,,0,,,,,,7/8/2018
Iowa,11,2018,oval,15,21,59,Max Chilton,Gallagher   (Trevor Carlin),D/C/F,294,,running,0,15,0,,,,,,,0,,,,,,7/8/2018
Iowa,11,2018,oval,16,19,98,Marco Andretti,U.S. Concrete / Curb   (AHA with Curb-Agajanian),D/H/F,293,,running,0,14,0,,,,,,,0,,,,,,7/8/2018
Iowa,11,2018,oval,17,13,14,Tony Kanaan,ABC Supply Co.   (A.J. Foyt),D/C/F,292,,running,0,13,0,,,,,,,0,,,,,,7/8/2018
Iowa,11,2018,oval,18,20,19,Zachary Claman De Melo,Paysafe   (Dale Coyne),D/H/F,291,,running,0,12,0,,,,,,,0,,,,,,7/8/2018
Iowa,11,2018,oval,19,3,28,Ryan Hunter-Reay,DHL   (Andretti Autosport),D/H/F,283,,suspension,0,11,0,,,,,,,0,,,,,,7/8/2018
Iowa,11,2018,oval,20,14,26,Zach Veach,Relay Group 1001   (Andretti Autosport),D/H/F,279,,running,0,10,0,,,,,,,0,,,,,,7/8/2018
Iowa,11,2018,oval,21,16,88,Gabby Chaves,Harding Group / Valvoline   (Harding Racing),D/C/F,99,,handling,0,9,0,,,,,,,0,,,,,,7/8/2018
Iowa,11,2018,oval,22,22,4,Matheus Leist,ABC Supply Co.   (A.J. Foyt),D/C/F,40,,steering,0,8,0,,,,,,,0,,,,,,7/8/2018
Toronto,12,2018,street,1,2,9,Scott Dixon,PNC Bank / NTT Data   (Chip Ganassi),D/H/F,85,,running,49,53,1,,,,,,,1,,,,,,7/15/2018
Toronto,12,2018,street,2,3,22,Simon Pagenaud,DXC Technology / Verizon   (Roger Penske),D/C/F,85,,running,1,41,1,,,,,,,1,,,,,,7/15/2018
Toronto,12,2018,street,3,10,6,Robert Wickens,Lucas Oil / Arrow   (Schmidt Peterson Motorsports),D/H/F,85,,running,0,35,0,,,,,,,0,,,,,,7/15/2018
Toronto,12,2018,street,4,9,5,James Hinchcliffe,Arrow / Lucas Oil   (Schmidt Peterson Motorsports),D/H/F,85,,running,0,32,0,,,,,,,0,,,,,,7/15/2018
Toronto,12,2018,street,5,20,23,Charlie Kimball,Novo Nordisk / Diabetes Canada   (Trevor Carlin),D/C/F,85,,running,1,31,1,,,,,,,1,,,,,,7/15/2018
Toronto,12,2018,street,6,15,14,Tony Kanaan,ABC Supply Co.   (A.J. Foyt),D/C/F,85,,running,1,29,1,,,,,,,1,,,,,,7/15/2018
Toronto,12,2018,street,7,22,26,Zach Veach,Relay Group 1001   (Andretti Autosport),D/H/F,85,,running,0,26,0,,,,,,,0,,,,,,7/15/2018
Toronto,12,2018,street,8,5,27,Alexander Rossi,NAPA Auto Parts   (Andretti Autosport),D/H/F,85,,running,0,24,0,,,,,,,0,,,,,,7/15/2018
Toronto,12,2018,street,9,1,1,Josef Newgarden,Hitachi / Verizon   (Roger Penske),D/C/F,85,,running,25,24,1,,,,,,,1,,,,,,7/15/2018
Toronto,12,2018,street,10,14,98,Marco Andretti,Oberto / Circle K / Curb   (AHA with Curb-Agajanian),D/H/F,85,,running,0,20,0,,,,,,,0,,,,,,7/15/2018
Toronto,12,2018,street,11,8,20,Jordan King,Fuzzy's Vodka   (Ed Carpenter Racing),D/C/F,85,,running,6,20,1,,,,,,,1,,,,,,7/15/2018
Toronto,12,2018,street,12,21,10,Ed Jones,NTT Data   (Chip Ganassi),D/H/F,85,,running,0,18,0,,,,,,,0,,,,,,7/15/2018
Toronto,12,2018,street,13,11,88,Conor Daly,Harding Group / Valvoline   (Harding Racing),D/C/F,85,,running,0,17,0,,,,,,,0,,,,,,7/15/2018
Toronto,12,2018,street,14,23,19,Zachary Claman De Melo,Paysafe   (Dale Coyne),D/H/F,85,,running,0,16,0,,,,,,,0,,,,,,7/15/2018
Toronto,12,2018,street,15,12,4,Matheus Leist,ABC Supply Co.   (A.J. Foyt),D/C/F,85,,running,0,15,0,,,,,,,0,,,,,,7/15/2018
Toronto,12,2018,street,16,6,28,Ryan Hunter-Reay,DHL   (Andretti Autosport),D/H/F,84,,running,0,14,0,,,,,,,0,,,,,,7/15/2018
Toronto,12,2018,street,17,19,32,Rene Binder,Binderholz Tiptop Timber   (Juncos Racing),D/C/F,83,,running,0,13,0,,,,,,,0,,,,,,7/15/2018
Toronto,12,2018,street,18,4,12,Will Power,Verizon   (Roger Penske),D/C/F,83,,running,1,13,1,,,,,,,1,,,,,,7/15/2018
Toronto,12,2018,street,19,17,18,Sebastien Bourdais,Mouser Electronics / Molex / Sport Clips   (Dale Coyne w/Vasser-Sullivan),D/H/F,83,,running,0,11,0,,,,,,,0,,,,,,7/15/2018
Toronto,12,2018,street,20,16,21,Spencer Pigot,Preferred Freezer Service / Direct Supply   (Ed Carpenter Racing),D/C/F,76,,crash,1,11,1,,,,,,,1,,,,,,7/15/2018
Toronto,12,2018,street,21,13,15,Graham Rahal,Rousseau / United Rentals   (Rahal Letterman Lanigan Racing),D/H/F,68,,running,0,9,0,,,,,,,0,,,,,,7/15/2018
Toronto,12,2018,street,22,7,30,Takuma Sato,Mi-Jack / Panasonic   (Rahal Letterman Lanigan Racing),D/H/F,66,,crash,0,8,0,,,,,,,0,,,,,,7/15/2018
Toronto,12,2018,street,23,18,59,Max Chilton,Gallagher   (Trevor Carlin),D/C/F,34,,crash,0,7,0,,,,,,,0,,,,,,7/15/2018
Mid Ohio,13,2018,road,1,1,27,Alexander Rossi,NAPA Auto Parts   (Andretti Autosport),D/H/F,90,,running,66,54,1,,,,,,,1,,,,,,7/29/2018
Mid Ohio,13,2018,road,2,5,6,Robert Wickens,Lucas Oil / Arrow   (Schmidt Peterson Motorsports),D/H/F,90,,running,15,41,1,,,,,,,1,,,,,,7/29/2018
Mid Ohio,13,2018,road,3,2,12,Will Power,Verizon   (Roger Penske),D/C/F,90,,running,9,36,1,,,,,,,1,,,,,,7/29/2018
Mid Ohio,13,2018,road,4,4,1,Josef Newgarden,Hitachi / Verizon   (Roger Penske),D/C/F,90,,running,0,32,0,,,,,,,0,,,,,,7/29/2018
Mid Ohio,13,2018,road,5,9,9,Scott Dixon,PNC Bank / NTT Data   (Chip Ganassi),D/H/F,90,,running,0,30,0,,,,,,,0,,,,,,7/29/2018
Mid Ohio,13,2018,road,6,24,18,Sebastien Bourdais,SealMaster / Sport Clips   (Dale Coyne w/Vasser-Sullivan),D/H/F,90,,running,0,28,0,,,,,,,0,,,,,,7/29/2018
Mid Ohio,13,2018,road,7,3,28,Ryan Hunter-Reay,DHL   (Andretti Autosport),D/H/F,90,,running,0,26,0,,,,,,,0,,,,,,7/29/2018
Mid Ohio,13,2018,road,8,17,22,Simon Pagenaud,Menards / Verizon   (Roger Penske),D/C/F,90,,running,0,24,0,,,,,,,0,,,,,,7/29/2018
Mid Ohio,13,2018,road,9,7,15,Graham Rahal,Fifth Third Bank / United Rentals   (Rahal Letterman Lanigan Racing),D/H/F,90,,running,0,22,0,,,,,,,0,,,,,,7/29/2018
Mid Ohio,13,2018,road,10,12,26,Zach Veach,Relay Group 1001   (Andretti Autosport),D/H/F,90,,running,0,20,0,,,,,,,0,,,,,,7/29/2018
Mid Ohio,13,2018,road,11,13,98,Marco Andretti,Ruoff Home Mortgage / U.S. Concrete / Curb   (AHA with Curb-Agajanian),D/H/F,90,,running,0,19,0,,,,,,,0,,,,,,7/29/2018
Mid Ohio,13,2018,road,12,16,20,Jordan King,Fuzzy's Vodka   (Ed Carpenter Racing),D/C/F,90,,running,0,18,0,,,,,,,0,,,,,,7/29/2018
Mid Ohio,13,2018,road,13,18,21,Spencer Pigot,Fuzzy's Vodka / Direct Supply   (Ed Carpenter Racing),D/C/F,90,,running,0,17,0,,,,,,,0,,,,,,7/29/2018
Mid Ohio,13,2018,road,14,10,5,James Hinchcliffe,Arrow / Lucas Oil   (Schmidt Peterson Motorsports),D/H/F,90,,running,0,16,0,,,,,,,0,,,,,,7/29/2018
Mid Ohio,13,2018,road,15,11,10,Ed Jones,DC Solar   (Chip Ganassi),D/H/F,90,,running,0,15,0,,,,,,,0,,,,,,7/29/2018
Mid Ohio,13,2018,road,16,15,23,Charlie Kimball,Tresiba   (Trevor Carlin),D/C/F,89,,running,0,14,0,,,,,,,0,,,,,,7/29/2018
Mid Ohio,13,2018,road,17,8,30,Takuma Sato,Mi-Jack / Panasonic   (Rahal Letterman Lanigan Racing),D/H/F,89,,running,0,13,0,,,,,,,0,,,,,,7/29/2018
Mid Ohio,13,2018,road,18,19,14,Tony Kanaan,ABC Supply Co.   (A.J. Foyt),D/C/F,89,,running,0,12,0,,,,,,,0,,,,,,7/29/2018
Mid Ohio,13,2018,road,19,21,4,Matheus Leist,ABC Supply Co.   (A.J. Foyt),D/C/F,89,,running,0,11,0,,,,,,,0,,,,,,7/29/2018
Mid Ohio,13,2018,road,20,20,60,Jack Harvey,AutoNation / SiriusXM   (Michael Shank with SPM),D/H/F,89,,running,0,10,0,,,,,,,0,,,,,,7/29/2018
Mid Ohio,13,2018,road,21,23,32,Rene Binder,HD Pellets Technologie   (Juncos Racing),D/C/F,89,,running,0,9,0,,,,,,,0,,,,,,7/29/2018
Mid Ohio,13,2018,road,22,14,88,Conor Daly,Harding Group / Valvoline   (Harding Racing),D/C/F,88,,running,0,8,0,,,,,,,0,,,,,,7/29/2018
Mid Ohio,13,2018,road,23,22,19,Pietro Fittipaldi,Paysafe   (Dale Coyne),D/H/F,88,,running,0,7,0,,,,,,,0,,,,,,7/29/2018
Mid Ohio,13,2018,road,24,6,59,Max Chilton,Gallagher   (Trevor Carlin),D/C/F,88,,running,0,6,0,,,,,,,0,,,,,,7/29/2018
Pocono,14,2018,oval,1,3,27,Alexander Rossi,NAPA Auto Parts   (Andretti Autosport),D/H/F,200,,running,180,53,1,,,,,,,1,,,,,,8/19/2018
Pocono,14,2018,oval,2,1,12,Will Power,Verizon   (Roger Penske),D/C/F,200,,running,16,42,1,,,,,,,1,,,,,,8/19/2018
Pocono,14,2018,oval,3,13,9,Scott Dixon,PNC Bank / NTT Data   (Chip Ganassi),D/H/F,200,,running,3,36,1,,,,,,,1,,,,,,8/19/2018
Pocono,14,2018,oval,4,8,18,Sebastien Bourdais,SealMaster / Sport Clips   (Dale Coyne w/Vasser-Sullivan),D/H/F,200,,running,0,32,0,,,,,,,0,,,,,,8/19/2018
Pocono,14,2018,oval,5,2,1,Josef Newgarden,Hitachi / Verizon   (Roger Penske),D/C/F,199,,running,0,30,0,,,,,,,0,,,,,,8/19/2018
